t(s),Flux surface 40: solute,Flux surface 41: solute,Flux surface 42: solute,Flux surface 43: solute,Flux surface 44: solute,Flux surface 45: solute,Flux surface 46: solute,Flux surface 47: solute,Flux surface 48: solute,Flux surface 49: solute,Flux surface 39: solute,Flux surface 22: solute,Total solute volume 7,Total solute volume 8,Total solute volume 9,Total solute volume 10,Total solute volume 11,Total solute volume 12,Total solute volume 13,Total solute volume 14,Total solute volume 15,Total solute volume 16,Total solute volume 17,Total solute volume 18,Total solute volume 19,Total solute volume 6,Total 1 volume 7,Total 2 volume 7,Total retention volume 7,Total retention volume 8,Total retention volume 9,Total retention volume 10,Total retention volume 11,Total retention volume 12,Total retention volume 13,Total retention volume 14,Total retention volume 15,Total retention volume 16,Total retention volume 17,Total retention volume 18,Total retention volume 19,Total solute surface 21
0,-3890277156392313.5,-2777422502296805.0,-1111000382882252.1,-132304866041824.8,-4706462460845113.0,-4574282400000764.0,-4871905217042672.0,-4368163508288275.0,-156113926213612.94,-118300226881240.83,-4359619385665915.0,-523346904.1105567,235721908324559.66,1.823818417728955e+20,1.1412594984255775e+18,1.7943790249775967e+18,1.3105810757069624e+18,5.443115810194187e+17,6.734640919955804e+16,2.119268871296823e+18,2.0992263556566374e+18,2.2047469360374968e+18,2.0110227672903296e+18,7.838320030226515e+16,6.0916629401046776e+16,8.132367443512133e+21,144866673219209.75,546645672395082.75,927234253938852.2,2.050442059156296e+20,1.24487610478827e+18,2.4158213323391473e+18,1.9504775505249372e+18,9.81068094028989e+17,1.1288897588337163e+17,2.626130838887288e+18,2.7779878576667284e+18,2.785791632873386e+18,2.704571023681137e+18,1.2491295263050114e+17,1.0861536658534035e+17,1.017414260230069e+21
