t(s),Flux surface 40: solute,Flux surface 41: solute,Flux surface 42: solute,Flux surface 43: solute,Flux surface 44: solute,Flux surface 45: solute,Flux surface 46: solute,Flux surface 47: solute,Flux surface 48: solute,Flux surface 49: solute,Flux surface 39: solute,Flux surface 22: solute,Total solute volume 7,Total solute volume 8,Total solute volume 9,Total solute volume 10,Total solute volume 11,Total solute volume 12,Total solute volume 13,Total solute volume 14,Total solute volume 15,Total solute volume 16,Total solute volume 17,Total solute volume 18,Total solute volume 19,Total solute volume 6,Total 1 volume 7,Total 2 volume 7,Total retention volume 7,Total retention volume 8,Total retention volume 9,Total retention volume 10,Total retention volume 11,Total retention volume 12,Total retention volume 13,Total retention volume 14,Total retention volume 15,Total retention volume 16,Total retention volume 17,Total retention volume 18,Total retention volume 19,Total solute surface 21
0,-29050731417784.047,-9831560283917.59,-3065196792490.052,-117092802680.63832,-25959500956765.664,-21445297863504.527,-25529398238023.586,-19183423074235.6,-109437456209.64497,-61181901705.679245,-37009875918327.41,18919974603707.527,6.809651563695256e+16,8.344167011377946e+17,1095047189743134.0,1.5689591303361114e+16,5943168883474647.0,2194423182406316.5,200252487186464.25,1.3980409207142612e+16,1.1838145586662846e+16,1.3809913497788838e+16,1.074508624387509e+16,188843245421590.22,132236061863625.86,2.1216723753375598e+22,4.894943641545768e+16,1.9319039815634048e+17,3.102363502087501e+17,9.550048322425042e+17,1213083615425938.8,2.1505865782989932e+16,8949894091583862.0,4011972415019182.0,345404132338721.1,1.7588912499133978e+16,1.5770478942972012e+16,1.7785550859231354e+16,1.4917128175744258e+16,306667077831559.0,242075930404625.53,1.7702936069382288e+21
