t(s),Flux surface 40: solute,Flux surface 41: solute,Flux surface 42: solute,Flux surface 43: solute,Flux surface 44: solute,Flux surface 45: solute,Flux surface 46: solute,Flux surface 47: solute,Flux surface 48: solute,Flux surface 49: solute,Flux surface 39: solute,Flux surface 22: solute,Total solute volume 7,Total solute volume 8,Total solute volume 9,Total solute volume 10,Total solute volume 11,Total solute volume 12,Total solute volume 13,Total solute volume 14,Total solute volume 15,Total solute volume 16,Total solute volume 17,Total solute volume 18,Total solute volume 19,Total solute volume 6,Total 1 volume 7,Total 2 volume 7,Total retention volume 7,Total retention volume 8,Total retention volume 9,Total retention volume 10,Total retention volume 11,Total retention volume 12,Total retention volume 13,Total retention volume 14,Total retention volume 15,Total retention volume 16,Total retention volume 17,Total retention volume 18,Total retention volume 19,Total solute surface 21
0,-3890596074625305.0,-2777449886391765.0,-1111012352750339.8,-132304676917848.45,-4706789116747172.0,-4574327799389168.0,-4872329738725208.0,-4368249053125296.0,-156113923068420.62,-118300226495807.11,-4376017599743739.0,20958683706809.758,6.560326235073958e+16,1.8249766672112327e+20,1.1412594991334007e+18,1.794525987171864e+18,1.3105938834256842e+18,5.443173701294501e+17,6.734631681017467e+16,2.1194159660177183e+18,2.0992470410215427e+18,2.2049388072906212e+18,2.0110617836011118e+18,7.838319876215978e+16,6.091662920854636e+16,8.13261680737792e+21,4.7334358550003096e+16,1.8699696553345178e+17,2.999345864341943e+17,2.0517748512886217e+20,1.244876105734587e+18,2.416024235329994e+18,1.9504965063550308e+18,9.810784637041832e+17,1.1288882623099373e+17,2.6263171642609244e+18,2.778015134432091e+18,2.786038539082326e+18,2.704622795542746e+18,1.2491295006618318e+17,1.0861536623906104e+17,1.017419170050237e+21
