t(s),Flux surface 40: solute,Flux surface 41: solute,Flux surface 42: solute,Flux surface 43: solute,Flux surface 44: solute,Flux surface 45: solute,Flux surface 46: solute,Flux surface 47: solute,Flux surface 48: solute,Flux surface 49: solute,Flux surface 39: solute,Flux surface 22: solute,Total solute volume 7,Total solute volume 8,Total solute volume 9,Total solute volume 10,Total solute volume 11,Total solute volume 12,Total solute volume 13,Total solute volume 14,Total solute volume 15,Total solute volume 16,Total solute volume 17,Total solute volume 18,Total solute volume 19,Total solute volume 6,Total solute surface 21
79179.5320536136,-2004785443142000.2,-1207426267319972.8,-563188741317642.8,-136999396194599.77,-2301727566819150.5,-1714687566918965.8,-2187234939572169.0,-2011406955124805.5,-164269567623477.25,-118854220454221.5,-2109495390652675.8,19477035502224.477,6.642005100270178e+16,8.548993018102666e+19,1.1239652568657951e+18,9.320970939325164e+17,5.7538621098779117e+17,2.789226869781336e+17,6.964046680757745e+16,1.0450349406390884e+18,7.94755321193735e+17,9.994908085484278e+17,9.36523660812659e+17,8.232644823124046e+16,6.119749811866977e+16,3.406886354678256e+21,7.652850273930522e+20
87197.48525897496,-2110115578492469.2,-1292037972886913.2,-592914711708061.5,-137896864787934.28,-2435746750536905.5,-1862994154059469.0,-2320105674662356.5,-2166335351975754.5,-164323741856606.6,-118854296983901.52,-2245807676031881.0,19475720729336.383,6.6423881053440104e+16,9.06476845044154e+19,1.1241537174456513e+18,9.804374423867606e+17,6.15110449704453e+17,2.93364037386735e+17,7.008124315136785e+16,1.1051070016598182e+18,8.625902917338309e+17,1.0594471008693926e+18,1.0078126509338602e+18,8.23522393193936e+16,6.1197535312921224e+16,3.629207141217457e+21,7.810688899449943e+20
96017.23378487247,-2214378008852765.5,-1379933477791613.8,-623685048430411.2,-138821937419056.94,-2570609494795730.5,-2020545344688100.0,-2455244351525164.0,-2325334944983460.0,-164378878658774.72,-118854323425583.94,-2381747785252510.5,19474411293106.57,6.642769567830899e+16,9.585766814555852e+19,1.1242528479658757e+18,1.0282728838761937e+18,6.56358270682491e+17,3.083060121871941e+17,7.053551818450549e+16,1.1655353649764498e+18,9.34617409314605e+17,1.1204093450507579e+18,1.08094582723268e+18,8.237849079881192e+16,6.119754821102132e+16,3.859185999503652e+21,7.972851130125852e+20
105718.95716335972,-2316777860082522.5,-1470723454437112.5,-655339821668962.1,-139769293177880.94,-2705409219601735.5,-2187015485243388.2,-2591817567688327.0,-2487487700545410.0,-164434882475901.06,-118854335444466.45,-2516394939798746.5,19473116034584.44,6.643146907626842e+16,1.0108902423651143e+20,1.1243024051072525e+18,1.0752399957488659e+18,6.989467246376031e+17,3.236708222793146e+17,7.1000674083285e+16,1.2259145774333924e+18,1.0106857846857417e+18,1.1820019882303652e+18,1.155501615234323e+18,8.240515560006886e+16,6.119755411587185e+16,4.0957964308956746e+21,8.139086713851377e+20
116390.8528796957,-2416531217317494.0,-1563912440319171.0,-687688489576523.6,-140732713241260.6,-2839236783920273.5,-2361836443635236.0,-2728911779381810.0,-2651782329241982.0,-164491445642722.9,-118854343644313.52,-2648821314263507.0,19471843790508.32,6.643517542736408e+16,1.0630814660077044e+20,1.1243258980981e+18,1.1209805763658911e+18,7.426434611130484e+17,3.393659892484227e+17,7.147365486803851e+16,1.285838442651596e+18,1.0905343323524259e+18,1.2438135465565658e+18,1.2310160835020221e+18,8.243208663127797e+16,6.1197558169542344e+16,4.3377928649080025e+21,8.308746839419591e+20
128129.93816766527,-2512888683918093.0,-1658907408723077.5,-720513794488795.2,-141705305009964.78,-2971198481484327.0,-2544165745487209.0,-2865554101109895.0,-2817123681511340.0,-164548161150136.16,-118854350887002.75,-2778114463293723.0,19470603195794.2,6.64387894827067e+16,1.114796056568635e+20,1.1243364355618808e+18,1.165152410705776e+18,7.871707738170081e+17,3.5528623476130374e+17,7.195107597951638e+16,1.3449080753585213e+18,1.1737773706395753e+18,1.305406011042674e+18,1.3069872477572165e+18,8.245908992458845e+16,6.119756175908696e+16,4.5837133305542963e+21,8.480860333924314e+20
141042.9319844318,-2605160177914272.5,-1755027719848606.0,-753575479241955.5,-142679683093703.3,-3100428087999263.0,-2732864641741032.5,-3000736124785565.5,-2982344904916170.0,-164604579288103.8,-118854357852024.44,-2903401211581366.0,19469402470649.215,6.644228720050955e+16,1.1656716259799828e+20,1.1243408977520705e+18,1.207440603738901e+18,8.322102722754847e+17,3.7131527912000966e+17,7.242931286745578e+16,1.402737280035537e+18,1.2598947659225925e+18,1.3663256165728538e+18,1.3828806324761188e+18,8.248595135529328e+16,6.1197565213340344e+16,4.831888459710399e+21,8.654216544638202e+20
155247.225182875,-2692739285911635.0,-1851516272066627.8,-786613968935652.8,-143648119879243.53,-3226095004370971.0,-2926489498081009.5,-3133438570725201.5,-3146221220262293.5,-164660238240326.1,-118854364654079.5,-3023870968495842.5,19468249210874.055,6.644564637196339e+16,1.2153476621491765e+20,1.1243426778496911e+18,1.2475687104437586e+18,8.774080988618065e+17,3.873276190331222e+17,7.290457473920258e+16,1.458956160753379e+18,1.3482281324590664e+18,1.4261139839300316e+18,1.4581355671578737e+18,8.251245109790384e+16,6.119756858729184e+16,5.08045800743257e+21,8.827440201346647e+20
170871.9477011625,-2775124596504542.0,-1947552147782121.8,-819354282302331.8,-144602678361392.0,-3347410763738930.0,-3123299468991409.0,-3262655022013931.0,-3307485249865719.5,-164714681963806.47,-118854371273709.12,-3138796163913351.0,19467150202907.0,6.644884717207413e+16,1.2634745171118676e+20,1.124343345458013e+18,1.2853084786087457e+18,9.223808327700328e+17,4.031904132645199e+17,7.337296964286069e+16,1.5132139729465938e+18,1.4379844224995325e+18,1.4843188373325888e+18,1.5321721857874988e+18,8.253837209020526e+16,6.119757187088153e+16,5.327396322169091e+21,8.99905259614457e+20
188059.14247127878,-2851934977558004.0,-2042265667138885.8,-851510567044532.6,-145535340555877.4,-3463635504896566.0,-3321283450919575.0,-3387413736388177.5,-3464845029222079.5,-164767471186879.78,-118854377664113.88,-3247547822640151.5,19466111282618.312,6.645187257846213e+16,1.3097209956542828e+20,1.1243435803813683e+18,1.3204868118327667e+18,9.667225109752676e+17,4.187656675513538e+17,7.383056738831963e+16,1.5651819384647327e+18,1.5282482607556739e+18,1.5405038324133535e+18,1.6043996461653468e+18,8.256350524852667e+16,6.119757504081651e+16,5.570548182384565e+21,9.167520185860297e+20
206965.05671840667,-2922916225381192.5,-2134756949555563.5,-882791629961698.0,-146438144007653.5,-3574085248081946.0,-3518208334712294.0,-3506797259318017.5,-3617006325560625.5,-164818190510741.16,-118854383776650.48,-3349605147386748.0,19465137249012.41,6.645470862472621e+16,1.3537805352887606e+20,1.1243436578092227e+18,1.3529887746920397e+18,1.0100132815410976e+18,4.339128981170522e+17,7.427346641883678e+16,1.6145564086631777e+18,1.6180039336425313e+18,1.594257361957678e+18,1.6742263128150556e+18,8.25876528411458e+16,6.119757807295371e+16,5.807676079694496e+21,9.331295303591418e+20
227761.56239024736,-2987937970996488.5,-2224118756214428.0,-912907704198744.9,-147303337358957.28,-3678140350345627.0,-3711688849924822.0,-3619960145040676.5,-3762700499594067.0,-164866453716690.5,-118854389566912.0,-3444559106511500.0,19464231833390.25,6.645734448680088e+16,1.3953762812790673e+20,1.124343681683969e+18,1.3827561316215613e+18,1.0518300504677427e+18,4.4849239070359674e+17,7.469786999115043e+16,1.6610625561368353e+18,1.7061671596390346e+18,1.6452004772627062e+18,1.741072471852541e+18,8.261063101449706e+16,6.1197580945261304e+16,6.036519350831821e+21,9.488854438371086e+20
250637.71862927213,-3046981761695183.5,-2309463761186727.5,-941578525438108.0,-148123563082550.44,-3775255346162100.0,-3899277143378950.5,-3726145483661571.5,-3900718181907155.0,-164911909019011.88,-118854394996196.4,-3532111107223417.0,19463397714368.07,6.645977243137673e+16,1.4342655215426213e+20,1.1243436885773568e+18,1.409781843569814e+18,1.0917591907835534e+18,4.623690897103834e+17,7.510017562426734e+16,1.70445869526423e+18,1.791625792966542e+18,1.692994247137987e+18,1.8043857050773094e+18,8.26322722972257e+16,6.119758363853782e+16,6.254864542680434e+21,9.638738399009531e+20
275801.4904921994,-3100123133514381.5,-2389955660204355.5,-968542586570125.9,-148892070043103.16,-3864970282726155.5,-4078567860943326.5,-3824701075876646.5,-4029947927740277.0,-164954245491758.56,-118854400031930.64,-3612068615933532.0,19462636561890.566,6.646198767740388e+16,1.4702439613854273e+20,1.1243436904565373e+18,1.434101815917615e+18,1.1294110380565478e+18,4.754170544951241e+17,7.547707911241645e+16,1.7445412832341263e+18,1.873287538020899e+18,1.7373469456032696e+18,1.863658542820792e+18,8.265242866450603e+16,6.119758613661886e+16,6.460625067253389e+21,9.779596569858482e+20
303481.63954141934,-3147511584386214.5,-2464842764980105.0,-993567206571150.8,-149602950671815.22,-3946923466005714.5,-4247312171936360.5,-3915095919428000.5,-4149418045458011.0,-164993201131948.03,-118854404648021.52,-3684339894591878.0,19461949090392.062,6.646398823069981e+16,1.5031502085716037e+20,1.1243436909576806e+18,1.455785691756879e+18,1.1644355418836854e+18,4.875243072160311e+17,7.582569054268747e+16,1.7811505626478797e+18,1.9501316973180393e+18,1.7780213795494605e+18,1.9184475708576428e+18,8.267097538107437e+16,6.1197588426552376e+16,6.651926649700312e+21,9.910235118897272e+20
333929.8034955613,-3189352313260193.5,-2533492006431547.5,-1016458806520554.5,-150251388995470.5,-4020865189887285.0,-4403532229730300.5,-3996937141670563.5,-4258339013914030.0,-165028572209658.56,-118854408825390.03,-3748929781101268.5,19461335103113.855,6.646577474591457e+16,1.5328706192429328e+20,1.1243436911050748e+18,1.4749284630958195e+18,1.1965381054221827e+18,4.9859777963584256e+17,7.61436555808451e+16,1.8141766518687296e+18,2.0212610949930685e+18,1.8148424262802819e+18,1.9683928091894682e+18,8.268781545565845e+16,6.119759049886833e+16,6.82719344863786e+21,1.0029666877580323e+21
367422.78384511743,-3225892508570949.5,-2595420662250783.0,-1037072573667054.4,-150833898564072.44,-4086671549241511.0,-4545626343317181.0,-4069986694704781.0,-4356143247265824.0,-165060222925065.56,-118854412552679.22,-3805937687454614.0,19460793516111.26,6.646735045028642e+16,1.5593443420826914e+20,1.1243436911657718e+18,1.491644175570995e+18,1.225494361843275e+18,5.085679642134466e+17,7.642927177323365e+16,1.8435656797792996e+18,2.085949766452467e+18,1.8477044789797215e+18,2.0132358800289313e+18,8.270288424002949e+16,6.119759234792358e+16,6.985228270878744e+21,1.0137158934964516e+21
404265.0622296292,-3257413285071048.0,-2650322741232109.0,-1055320554119910.9,-151348524704890.25,-4144356886575894.5,-4672454928742897.0,-4134176192489399.5,-4442518422321392.0,-165088094031256.06,-118854415826988.84,-3855557876720033.0,19460322360532.027,6.646872113349691e+16,1.5825680353771297e+20,1.1243436912040932e+18,1.5060622295388055e+18,1.2511624580964795e+18,5.1739280723499866e+17,7.668158735916763e+16,1.8693253175386086e+18,2.1436819120608008e+18,1.8765780734389202e+18,2.05283523373598e+18,8.271615353445352e+16,6.1197593972273944e+16,7.125279313110154e+21,1.0232272939639403e+21
444791.5684525922,-3284226631908320.0,-2698086913890760.5,-1071177181136809.4,-151794984053469.53,-4194082877623469.5,-4783398294799386.0,-4189617455244484.5,-4517430279950366.0,-165112208961735.88,-118854418654444.95,-3898080873105269.5,19459918773068.89,6.646989517432916e+16,1.60259939860735e+20,1.1243436912343562e+18,1.5183259845669028e+18,1.2734913962634196e+18,5.250603655240547e+17,7.690046936768397e+16,1.8915288184308058e+18,2.1941780596190976e+18,1.9015146012362665e+18,2.0871765623775462e+18,8.272763450437037e+16,6.1197595374953704e+16,7.247085667451966e+21,1.031489279488252e+21
489370.72529785143,-3306675408909350.5,-2738803270615715.5,-1084681348088563.2,-152174716422517.44,-4236161887991434.0,-4878379524191864.0,-4236605897554409.0,-4581130976318172.0,-165132676080303.12,-118854421050413.92,-3933893877683306.0,19459578994063.63,6.647088354673387e+16,1.6195584587779372e+20,1.1243436912595791e+18,1.5285927670163103e+18,1.2925241651010547e+18,5.315897973824938e+17,7.708662880442014e+16,1.910316510516206e+18,2.237405380694561e+18,1.922647820643822e+18,2.116376605144668e+18,8.273737875058965e+16,6.119759656358199e+16,7.350894712126545e+21,1.038523494135792e+21
538407.7978276366,-3325133779452282.0,-2772757059643403.0,-1095934391720582.5,-152490830283099.47,-4271052258652875.0,-4957848994031429.0,-4275614073408945.5,-4634149913020900.0,-165149685948277.25,-118854423039205.77,-3963477602340496.5,19459298397582.832,6.647169973383549e+16,1.6336255755485623e+20,1.1243436912805092e+18,1.537034083648858e+18,1.3083948000946947e+18,5.3703038191791597e+17,7.724159377187747e+16,1.9258936972827615e+18,2.273570594022684e+18,1.9401909554169009e+18,2.140678939517551e+18,8.27454770072399e+16,6.1197597550215304e+16,7.43744663046718e+21,1.0443837778090495e+21
592348.5776104003,-3340005561217175.0,-2800408872538644.5,-1105093759090784.1,-152747933630502.0,-4299343798420701.0,-5022731109181847.0,-4307273584606381.0,-4677265612401285.0,-165163503002247.6,-118854424653172.33,-3987397184791034.0,19459071575878.56,6.647235948414899e+16,1.6450354286072683e+20,1.1243436912975334e+18,1.5438348869609096e+18,1.3213191233345605e+18,5.414584573365449e+17,7.736762649992126e+16,1.9385241968396762e+18,2.3030957166402703e+18,1.9544285726456517e+18,2.1604411005273262e+18,8.27520551787614e+16,6.119759835090119e+16,7.507924597243141e+21,1.049152891803781e+21
651683.4353714404,-3351718710710691.5,-2822362366132617.5,-1112362652457754.6,-152951856036203.72,-4321733015503083.5,-5074338104687657.0,-4332345106892228.5,-4711459505742664.0,-165174451742507.22,-118854425931194.69,-4006285820544051.0,19458892491721.14,6.647288037042747e+16,1.6540668055257606e+20,1.1243436913110433e+18,1.549191074247652e+18,1.3315796704192082e+18,5.449724198461486e+17,7.746758712605811e+16,1.9485193084378565e+18,2.326578866497021e+18,1.965703126244156e+18,2.1761134232984806e+18,8.2757267763772e+16,6.119759898492711e+16,7.563873289911671e+21,1.0529371699155198e+21
716951.7789085845,-3360715302337050.5,-2839322212846647.5,-1117976465990752.1,-153109282637947.12,-4338989279433637.5,-5114259521122578.0,-4351678185275482.0,-4737855019739168.0,-165182898361523.3,-118854426916647.97,-4020821250908727.0,19458754697153.152,6.647328115530045e+16,1.661028729361339e+20,1.1243436913214766e+18,1.5533049507081687e+18,1.3395061651402516e+18,5.4768621964207584e+17,7.754475511934734e+16,1.9562227982524562e+18,2.3447442771444485e+18,1.9743969827565663e+18,2.1882112794975247e+18,8.2761289112869e+16,6.119759947381069e+16,7.607092715635076e+21,1.0558595293137194e+21
788746.956799443,-3367437729581275.0,-2852047002122247.0,-1122187589671078.1,-153227339372673.94,-4351915148433146.5,-5144240224869324.0,-4366164696781714.0,-4757648408328227.0,-165189229524577.06,-118854427655028.02,-4031696914297279.0,19458651607076.777,6.647358099635772e+16,1.6662441096240946e+20,1.1243436913293036e+18,1.556378830251358e+18,1.3454530628236206e+18,5.49721828582794e+17,7.760262283136627e+16,1.9619929360180334e+18,2.358385721657065e+18,1.980911178824027e+18,2.1972828645241298e+18,8.276430330607053e+16,6.119759984012173e+16,7.639517829829883e+21,1.0580515190647196e+21
864000.0,-3372158554976607.5,-2861007722981628.0,-1125152624741245.6,-153310446465831.88,-4361007381783174.5,-5165365770080282.0,-4376357073813356.0,-4771581658065937.0,-165193684954470.06,-118854428174521.89,-4039341234621089.0,19458579151286.26,6.647379173500157e+16,1.6699129419300202e+20,1.1243436913348151e+18,1.558537433996921e+18,1.3496407652774508e+18,5.511550647302163e+17,7.764335886782554e+16,1.9660516746718758e+18,2.367997835535263e+18,1.9854943575672988e+18,2.2036685830937697e+18,8.27664244827385e+16,6.119760009784328e+16,7.662350607263126e+21,1.0595948176378908e+21
