t(s),Flux surface 40: solute,Flux surface 41: solute,Flux surface 42: solute,Flux surface 43: solute,Flux surface 44: solute,Flux surface 45: solute,Flux surface 46: solute,Flux surface 47: solute,Flux surface 48: solute,Flux surface 49: solute,Flux surface 39: solute,Flux surface 22: solute,Total solute volume 7,Total solute volume 8,Total solute volume 9,Total solute volume 10,Total solute volume 11,Total solute volume 12,Total solute volume 13,Total solute volume 14,Total solute volume 15,Total solute volume 16,Total solute volume 17,Total solute volume 18,Total solute volume 19,Total solute volume 6,Total solute surface 21
29912.680532870734,-1041064486882595.8,-556649928325799.56,-328929047734781.06,-129208129417150.06,-1159142419873866.8,-703459030099304.6,-1093590273046868.5,-814039710383369.4,-162040875397823.47,-118166702051709.0,-894612772745811.9,19488771700284.04,6.638584331968074e+16,4.109110852287685e+19,1.0824824024990848e+18,4.888735585540696e+17,2.6901368258862502e+17,1.6485667298503395e+17,6.581725405793427e+16,5.3174912198857e+17,3.30846503927316e+17,5.050571166996127e+17,3.841486764837743e+17,8.126989820983595e+16,6.086239531408429e+16,1.6938107234296964e+21,6.134327575277578e+20
33003.948586157814,-1122632384520023.4,-607120577772986.8,-348533565529822.94,-130056116792865.1,-1251126849014715.0,-771498531079703.4,-1180233229920042.8,-900807390908178.0,-162794067972811.84,-118470807762618.12,-995173245126942.5,19487809986677.125,6.638865226364304e+16,4.476474503106924e+19,1.0940508565864108e+18,5.264745121508156e+17,2.9285433774460666e+17,1.7442045722140234e+17,6.6232087503538456e+16,5.7317207915160154e+17,3.6217126644443994e+17,5.4431726010193286e+17,4.243011881381344e+17,8.162715282525952e+16,6.101072303023768e+16,1.8234054682682597e+21,6.297552677236121e+20
36404.3434447736,-1208357328306780.5,-660568651420019.5,-368583007885970.56,-130832561431997.16,-1348504518326123.2,-845581986667014.5,-1272050706122417.2,-994957178925572.5,-163293187555171.06,-118652654773768.98,-1101518165775631.9,19486787238809.914,6.639163680599155e+16,4.8629217867555815e+19,1.1030136034142367e+18,5.6596915408734803e+17,3.18079590321365e+17,1.8419758449008074e+17,6.661237460490607e+16,6.169986839104091e+17,3.962549694026987e+17,5.858988212824317e+17,4.6783852559734803e+17,8.186368364490229e+16,6.109936236011998e+16,1.9616459175028111e+21,6.455836772332514e+20
40144.77778925096,-1298057261450111.0,-717014444562389.1,-389236249727132.6,-131567017358840.5,-1451282374613089.5,-926394462309800.4,-1369108942888002.5,-1096661758120098.9,-163613802759370.75,-118754716322734.7,-1213349615624880.5,19485707714764.21,6.639478498125997e+16,5.267927068633691e+19,1.1097579473913733e+18,6.0727282063687e+17,3.4469905803769485e+17,1.9426579036324576e+17,6.69724812430415e+16,6.632304910764379e+17,4.334082436549996e+17,6.298308635837763e+17,5.148374940006556e+17,8.201551192429387e+16,6.114907959708477e+16,2.1088843861976595e+21,6.609796392357516e+20
44259.255568176064,-1391468063286661.5,-776564735911473.6,-410675773588018.06,-132284395593756.9,-1559378276173726.0,-1014445084623692.6,-1471425350716772.5,-1205995748242458.0,-163816688560867.94,-118808271074146.77,-1330297640643315.2,19484576245616.68,6.639808312385642e+16,5.690824686127477e+19,1.1146766954528145e+18,6.502633431998405e+17,3.7276297687325766e+17,2.0471377082611245e+17,6.7324511759050376e+16,7.11829206242415e+17,4.738594215082973e+17,6.761204260613915e+17,5.653295178156477e+17,8.211155207890202e+16,6.1175151360879e+16,2.2654296278305284e+21,6.760243850664528e+20
48785.18112499367,-1488241492886869.8,-839378440912010.9,-433077308465823.56,-133004397681040.22,-1672611432340604.2,-1110090988758785.5,-1578954225456468.0,-1322916390072418.5,-163947118467804.72,-118834451367180.78,-1451919170532159.8,19483398213424.793,6.640151592128327e+16,6.1308356303124955e+19,1.118146314752406e+18,6.947801438743694e+17,4.023458590351e+17,2.1562652519159158e+17,6.767803535558614e+16,7.627124311871679e+17,5.177674593476958e+17,7.247461170778684e+17,6.192920311146171e+17,8.2173305406347e+16,6.118788872699902e+16,2.4315292924264285e+21,6.90816818327705e+20
53763.69923749304,-1587946162369567.5,-905629485436961.0,-456588821206277.94,-133741546752081.06,-1790694377300259.0,-1213656709045517.5,-1691573147772867.5,-1447257305102543.2,-164036274673655.06,-118846337741541.28,-1577697329091275.0,19482179542048.2,6.640506643539398e+16,6.587060778728398e+19,1.1205085366995052e+18,7.406247138749124e+17,4.335290222734697e+17,2.2707531669304483e+17,6.804010176101984e+16,8.157500722299514e+17,5.6527767785782106e+17,7.75652025525039e+17,6.766458460688627e+17,8.22155561981203e+16,6.119366830031248e+16,2.6073488203085146e+21,7.054724717604265e+20
59240.06916124235,-1690070974969379.5,-975477798791527.4,-481318775606269.9,-134505613501943.56,-1913225369656370.0,-1325521161061241.2,-1809071495432895.0,-1578731759881431.5,-164103974972848.0,-118851337531824.84,-1707041443322967.0,19480926692828.79,6.640871611160782e+16,7.05843798975844e+19,1.1220575740622748e+18,7.875622154411551e+17,4.6638698807962643e+17,2.3911210757806006e+17,6.841544787971259e+16,8.707609520763063e+17,6.165611882001523e+17,8.287425723527459e+17,7.372567908465633e+17,8.224768568745432e+16,6.119609800583031e+16,2.792947293096308e+21,7.201199587988297e+20
65264.07607736659,-1794030465646053.2,-1049042919978713.2,-507329260026198.9,-135302244365389.48,-2039683625894795.2,-1446097222951815.5,-1931141190072930.2,-1716938865098695.0,-164161814316908.12,-118853283221430.62,-1839288267178176.8,19479646657003.117,6.6412444798377096e+16,7.543675343187054e+19,1.1230338637688769e+18,8.353239520650255e+17,5.009751029732471e+17,2.517663067025807e+17,6.880680241500138e+16,9.275107259125908e+17,6.718045544986205e+17,8.838783520166289e+17,8.00938618507114e+17,8.227517433604059e+16,6.1197043060593384e+16,2.9882519907610164e+21,7.348923923506717e+20
71890.48368510326,-1899172014454806.8,-1126374692544047.5,-534632062322466.94,-136133667252764.89,-2169431659885601.2,-1575743281088162.5,-2057369577761378.8,-1861368884710310.8,-164216008585592.28,-118853984463880.92,-1973705086829488.8,19478346936174.203,6.641623080203766e+16,8.041178889445645e+19,1.1236239611995995e+18,8.836106945837088e+17,5.373158314979787e+17,2.6504292771852867e+17,6.921522857620324e+16,9.85713006060015e+17,7.31168851962192e+17,9.408729269010509e+17,8.674554796392332e+17,8.230095578629485e+16,6.1197383539466696e+16,3.193033939012063e+21,7.499140096060979e+20
